"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"updated netlogo abm_herding_model.nlogo.nlogox"
"05-RandomSentimentComparison"
"07/17/2026 21:30:48:800 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","scenario","herding-strength","vision-radius","[step]","price","current-return","volatility","herding-index","buyers-count","sellers-count"
"1","random-sentiment","0.6","8","0","100","0","0","0","0","0"
"2","random-sentiment","0.6","8","0","100","0","0","0","0","0"
"6","random-sentiment","0.6","8","0","100","0","0","0","0","0"
"1","random-sentiment","0.6","8","1","99.3","-0.007000000000000029","0.007000000000000029","0.5777777777777777","38","52"
"2","random-sentiment","0.6","8","1","101.3","0.012999999999999972","0.012999999999999972","0.6444444444444445","58","32"
"3","random-sentiment","0.6","8","0","100","0","0","0","0","0"
"6","random-sentiment","0.6","8","1","99.7","-0.0029999999999999714","0.0029999999999999714","0.5333333333333333","42","48"
"2","random-sentiment","0.6","8","2","100.1","-0.01184600197433369","0.01184600197433369","0.6333333333333333","33","57"
"1","random-sentiment","0.6","8","2","100.89999999999999","0.016112789526686752","0.016112789526686752","0.6777777777777778","61","29"
"6","random-sentiment","0.6","8","2","102","0.023069207622868577","0.023069207622868577","0.7555555555555555","68","22"
"1","random-sentiment","0.6","8","3","100.49999999999999","-0.003964321110009967","0.003964321110009967","0.5444444444444444","41","49"
"2","random-sentiment","0.6","8","3","100.6","0.004995004995004995","0.004995004995004995","0.5555555555555556","50","40"
"3","random-sentiment","0.6","8","1","101.7","0.01700000000000003","0.01700000000000003","0.6888888888888889","62","28"
"5","random-sentiment","0.6","8","0","100","0","0","0","0","0"
"6","random-sentiment","0.6","8","3","101","-0.00980392156862745","0.00980392156862745","0.6111111111111112","35","55"
"1","random-sentiment","0.6","8","4","99.69999999999999","-0.007960199004975098","0.007960199004975098","0.5888888888888889","37","53"
"2","random-sentiment","0.6","8","4","98.1","-0.02485089463220676","0.02485089463220676","0.7777777777777778","20","70"
"3","random-sentiment","0.6","8","2","101.3","-0.003933136676499564","0.003933136676499564","0.5444444444444444","41","49"
"4","random-sentiment","0.6","8","0","100","0","0","0","0","0"
"1","random-sentiment","0.6","8","5","100.79999999999998","0.011033099297893626","0.011033099297893626","0.6222222222222222","56","34"
"5","random-sentiment","0.6","8","1","101","0.01","0.01","0.6111111111111112","55","35"
"2","random-sentiment","0.6","8","5","97.89999999999999","-0.0020387359836901413","0.0020387359836901413","0.5222222222222223","43","47"
"1","random-sentiment","0.6","8","6","100.59999999999998","-0.0019841269841270126","0.0019841269841270126","0.5222222222222223","43","47"
"3","random-sentiment","0.6","8","3","98.8","-0.024679170779861797","0.024679170779861797","0.7777777777777778","20","70"
"5","random-sentiment","0.6","8","2","99.4","-0.015841584158415786","0.015841584158415786","0.6777777777777778","29","61"
"2","random-sentiment","0.6","8","6","99.3","0.014300306435137956","0.014300306435137956","0.6555555555555556","59","31"
