kurtosis_baseline,kurtosis_shock,kurtosis_random,kurtosis_dataset,autocorr_baseline,autocorr_shock,autocorr_random,autocorr_dataset
454.81542485605115,123.53113170269204,-0.38527339431428276,-0.5678272621751437,-0.0009128088363428446,-0.024062392498494314,0.013189730690826804,-0.007591269984115492
