tick,tweet_sentiment,reach,engagement
7,0.093203492462635,0.058829808042794945,0.009776607061445721
16,-0.5258936882019043,0.019785233426884614,0.027962109315637505
27,-0.9052779078483582,0.008883848392074857,0.06174965807203282
4,0.0189434941858053,0.043912782817366505,0.01246137480370802
31,-0.4199946522712707,0.00881775770781016,0.06078719416442936
5,0.036513052880764,0.04391280097913739,0.011650878881515628
5,0.1546493023633957,0.004421265181651308,0.1136720530874829
7,-0.5359888076782227,0.1859138576309677,0.0026847677422622966
32,0.1930247843265533,0.0124135704025611,0.04011954814852338
31,-0.2033013701438903,0.007372443980471738,0.06681525758573527
29,-0.3916691243648529,0.014685553455449448,0.03160934096550327
7,-0.8380691409111023,0.01862762031219721,0.02472012562686794
6,-0.0376685820519924,0.0022161537691758786,0.20059774074261688
34,0.5569665431976318,0.05588166225971296,0.007547743275416645
23,0.0176751427352428,0.3459315907840636,0.0012157438832885873
7,-0.618339478969574,0.05152759563035057,0.00805430322678689
7,-0.4258415997028351,0.00784661149483906,0.05187173902031306
5,-0.0137541703879833,0.051527559306808794,0.007851679246238792
15,0.0321586988866329,0.1681937446865469,0.00238083177144015
2,0.0161509085446596,0.014642364764275651,0.02654374145180082
15,-0.0232792627066373,0.03483324134396378,0.010789726964186211
9,-0.8187123537063599,0.05152765011566324,0.0071931513094574745
21,0.303563117980957,0.058834366647288056,0.006180031406716985
29,-0.9639849066734314,0.05152812232170635,0.006939871333772352
33,0.0776658058166503,0.02504352014349252,0.014031710652955777
3,-0.3058285117149353,0.345926959532487,0.0010131199027404894
15,0.4687908589839935,0.010316539688645496,0.03358492477584722
5,0.7176903486251831,0.051527559306808794,0.00658527936781318
1,-0.8967673778533936,0.051527196071391015,0.006534623372676156
12,0.1529332995414734,0.0022161537691758786,0.1492832176688111
3,0.0337307415902614,0.0035639387868409253,0.0906742312952738
1,0.1577453762292862,0.02697843889045383,0.011853502862063726
31,0.0334634333848953,0.058837999001465836,0.005369535484524593
30,-0.9424991607666016,0.34593324350521454,0.0009118079124664405
18,-0.113334484398365,0.004938784843130428,0.06352261790182868
21,0.8100447654724121,0.005971027253371778,0.052327642976546275
28,-0.3156898617744446,0.05152806783639368,0.005977407426168887
33,-0.0277587212622165,0.014642619029068096,0.020768958006180033
32,-0.5128995776176453,0.0124135704025611,0.024112253685223645
18,-0.8647125363349915,0.034833295829276446,0.008408895192746062
19,-0.1500662714242935,0.03483340479990178,0.008358239197609037
8,-0.0741737335920333,0.00893944157276577,0.031963932931462435
6,0.2209378182888031,0.02697874764055894,0.01053644698850109
23,-0.4812025725841522,0.02501059285287095,0.011346942910693481
29,0.0561609752476215,0.05588166225971296,0.0050655995137024465
19,0.0810818001627922,0.16819332696581646,0.0016716478395218074
20,-0.1500662714242935,0.03483340479990178,0.007952991236512842
4,-0.0258461497724056,0.0515275411450379,0.005318879489387569
21,0.0386030226945877,0.05296106788306943,0.005166911503976496
20,0.009101316332817,0.011901408463494205,0.022389949850564816
12,0.1060805767774581,0.031230000484919283,0.00851020718302011
31,-0.4710354208946228,0.004035491006200247,0.06575148168785776
33,-0.2131132781505584,0.05588168042148385,0.004711007547743276
32,0.0071900226175785,0.05588168042148385,0.004660351552606251
28,0.0290699489414691,0.017634952400722766,0.01474089458487412
18,-0.1389420926570892,0.034833295829276446,0.007395775290005572
23,0.0507826805114746,0.0029104964320293,0.08814143153842258
2,-0.6310476660728455,0.16819332696581646,0.001519679854110734
21,0.0756593495607376,0.1528513707869005,0.0016716478395218074
9,0.0054385736584663,0.00893944157276577,0.02826604528645965
15,0.0004207957535982,0.011978904739877129,0.02097158198672813
13,-0.0146096087992191,0.002753887481654341,0.08879995947520389
16,0.0703556835651397,0.04742726710207696,0.0051162555088394715
4,0.0365552827715873,0.01464238292604654,0.016513854414669977
11,0.0618861876428127,0.03943804938221828,0.006028063421305911
